web-scraper-order,web-scraper-start-url,pagination,item_name,item_price
"1727766963-384","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","Gildan Men's Active Cotton Crew Socks, 10-pairs","$20.99"
"1727766963-385","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","TCK Prosport Tube Socks Baseball Socks Softball Football","$12.99"
"1727766963-386","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","Pair of Thieves Soft Cotton Boxer Briefs for Men Pack (4 Pack) - Tagless Underwear for Men Pack","$17.99"
"1727766963-387","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","Dickies Men's Dri-tech Moisture Control No Show Socks, Available in M-XXL (6, 12 Pairs)","$15.99"
"1727766963-388","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","Men's Socks Soccer Non Skid Ball Socks Anti Slip Non Slip Pads for Football Basketball Sports Socks,4 Pair","$12.79"
"1727766963-389","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","Match Men's Wild Cargo Pants","$39.99"
"1727766963-390","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","5/6 Pack Men’s Compression Shirts Short Sleeve Cool Dry Sports Athletic Workout Base Layer Undershirt T-Shirt Tops","$29.99"
"1727766963-391","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","3 Pack Gym Basketball Mens Shorts - Quick Dry Black Workout Athletic Shorts with Pockets for Casual Running","$24.99"
"1727766963-392","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","Mens Fashion Slim Fit Dress Pants Casual Business Skinny Stretch Pants Golf Pants","$34.99"
"1727766963-393","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","SheLucki Hawaiian Shirt for Men, Unisex Summer Beach Casual Short Sleeve Button Down Shirts, Printed Palmshadow Clothing","$19.99"
"1727766963-394","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","MAGCOMSEN Men's Flannel Shirts Long Sleeve Button Down Flannel Shirt Jacket with Hood Casual Cotton Plaid Shirt","$41.98"
"1727766963-395","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","Tanst Sky Men's Polo Shirts Long Sleeve Collared V Neck Pocket Knit Tops Business Casual Golf Slim Fit Clothes","$26.99"
"1727766963-396","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","URATOT 2 Sets Men's Thermal Underwear Set Fleece Lined Thermal Underwear Soft Long Johns Top Bottom Set for Men Cold Winter","$26.99"
"1727766963-397","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","Men's adult sports suit 2-piece hoodie sportswear suit fashion sportswear suit with wig glasses","$59.90"
"1727766963-398","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","Hanes Men's Athletic Shorts, Favorite Cotton Jersey Shorts, Pull-On Knit Shorts with Pockets, Knit Gym Shorts, 7.5"" Inseam","$10.00"
"1727766963-399","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","DAVID ARCHY Men's Underwear Micro Modal Dual Pouch Trunks Support Ball Pouch Bulge Enhancing Boxer Briefs for Men 4 Or 7 Pack","$38.99"
"1727766963-400","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","Ultrafun 5 Pairs Soccer Socks with Grip Pads Non Slip Football Basketball Sports Socks for Men Women","$17.95"
"1727766963-401","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","Hanes Men's Max Cushioned Ankle Socks, Moisture-Wicking with Odor Control, Multi-Pack, Size 6-12, Black & White","$21.97"
"1727766963-402","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","Fruit of the Loom Men’s Work Gear Cushioned Crew Socks 10 Pair","$13.52"
"1727766963-403","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","COOFANDY Men 2 Piece Linen Outfit Beach Button Down Shirt Casual Loose Pant Sets","$49.99"
"1727766963-404","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","Men's Compression Shirt Undershirt Slimming Tank Top Workout Vest Abs Abdomen Slim Body Shaper","$22.99"
"1727766963-405","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","Jerzees Men's Short Sleeve Polo Shirts, SpotShield Stain Resistant, Sizes S-5x","$10.72"
"1727766963-406","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","VRD SOCKS Men's Bamboo Dress Socks, 5-Pack of Assorted Patterned Mid Calf Socks for Men, Mens Crew Socks, Men Socks Size 8-13","$35.99"
"1727766963-407","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","Hanes mens X-Temp 4-Way Performance Stretch Mesh 3-Pack Boxer Brief","$17.00"
"1727766963-408","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","EnerWear 10P Pack Men's Cotton Moisture Wicking Cushion Low Cut Socks","$19.99"
"1727766963-409","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","BIOAUM Men's Athletic Socks Size 10-13 - 6 Pairs Cotton Cushioned Quarter Socks for Running, Workout, Work","$14.99"
"1727766963-410","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","THE GYM PEOPLE Mens' Fleece Joggers Pants with Deep Pockets in Loose-fit Style","$31.99"
"1727766963-411","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","BAVARIA TRACHTEN Lederhosen Men - Genuine Leather Authentic German Lederhosen for Men, Oktoberfest Outfit - Short Dark Brown","$114.97"
"1727766963-412","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","Mizuno Victory 3.5"" Inseam Volleyball Short","$27.05"
"1727766963-413","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","adidas Men's Climalite Low Cut Sock 6-pair","$28.98"
"1727766963-414","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","Stance Crew Icon Socks [3 Pack]","$27.89"
"1727766963-415","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","Gildan Unisex-Adult Ultra Cotton Long Sleeve T-Shirt, Style G2400, Multipack","$15.99"
"1727766963-416","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","NY Threads Luxurious Men's Shawl Collar Fleece Bathrobe Spa Robe","$24.99"
"1727766963-417","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","Calvin Klein Cotton Classics 3-Pack Brief NB3999","$32.20"
"1727766963-418","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","Nike Men`s Essential Micro Long Leg Boxer Briefs 3 Pack (Large, Black(KE1026-001)/W)","$45.00"
"1727766963-419","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","2/4/6 Pairs Men's Soccer Socks Grip Pads Non Slip Football Baseball Soccer Socks for Men Women","$7.98"
"1727766963-420","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=7&qid=1727766953&ref=sr_pg_6","Niksa 2/4 Pack Compression Shorts Men with Pocket, Spandex Running Shorts Sport Athletic Workout Performance Underwear","$29.99"
"1727766967-421","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=8&qid=1727766958&ref=sr_pg_7","Men's Quilted Sweatshirts Casual Long Sleeve Stand Collar Quarter Button Pullover Sweatshirt","$30.99"
"1727766967-422","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=8&qid=1727766958&ref=sr_pg_7","MAGCOMSEN Men's Sweater Pullover Sweaters Crewneck Plaid Sweater Casual Cotton Sweater Fall Winter Sweater","$32.98"
"1727766967-423","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=8&qid=1727766958&ref=sr_pg_7","BEYOND FASHION Men's Sweater V Neck Long Sleeve Pullover - 100% Pure Cashmere","$138.69"
"1727766967-424","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=8&qid=1727766958&ref=sr_pg_7","Alex Vando Mens Golf Shirt Moisture Wicking Quick-Dry Short Sleeve Casual Polo Shirts for Men","$24.99"
"1727766967-425","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=8&qid=1727766958&ref=sr_pg_7","Men's Athletic Cushioned Ankle Socks Comfort Wicking Anti-Blister Running Socks 5 Pairs","$17.95"
"1727766967-426","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=8&qid=1727766958&ref=sr_pg_7","Columbia Men's Powder Lite Jacket",""
"1727766967-427","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=8&qid=1727766958&ref=sr_pg_7","Easy On/Off Energy Compression Socks","$11.88"
"1727766967-428","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=8&qid=1727766958&ref=sr_pg_7","Hanes Men’s Performance Tank, X-Temp Moisture-Wicking Tank Top, Solid Colors, 2-Pack","$13.84"
"1727766967-429","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=8&qid=1727766958&ref=sr_pg_7","COOFANDY Long Hooded Cardigan Ruffle Shawl Collar Open Front Lightweight Drape Cape Overcoat with Pockets","$36.99"
"1727766967-430","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=8&qid=1727766958&ref=sr_pg_7","1/5 Pack Workout Shirts for Men Athletic Running Gym Quick Dry Short Sleeve Performance Moisture Wicking T Shirt","$19.99"
"1727766967-431","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=8&qid=1727766958&ref=sr_pg_7","Champion Men's Jacket, Stadium Packable Wind and Water Resistant Jacket (Reg. Or Big & Tall)","Best Seller"
"1727766967-432","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=8&qid=1727766958&ref=sr_pg_7","NY Threads Men's Athletic Shorts Quick Dry Lightweight Running Workout Gym Shorts with Pockets","$6.79"
"1727766967-433","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=8&qid=1727766958&ref=sr_pg_7","Incrediwear Leg Sleeve 2pk – Full Length Long Leg Sleeve for Leg Pain Relief & Muscle Recovery, Helps Reduce Swelling & Inflammation, Promotes Circulation, Leg Sleeves for Men & Women (Black, Large)","$174.99"
"1727766967-434","https://www.amazon.com/s?i=specialty-aps&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&ref=nav_em__nav_desktop_sa_intl_clothing_0_2_13_2","https://www.amazon.com/s?i=fashion-mens-intl-ship&bbn=16225019011&rh=n%3A7141123011%2Cn%3A16225019011%2Cn%3A1040658&page=8&qid=1727766958&ref=sr_pg_7","Hanes Men's Hanes Men's Socks, X-temp Lightweight Socks, Crew and Ankle, 12-pack","$16.65"
